customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid
155333508,2022-11-20,2023-01-19,39,month,Yes
163178244,2022-11-21,,39,month,No
130245484,2022-11-21,2023-02-20,39,month,Yes
164578320,2022-11-21,2022-12-21,39,month,Yes
164542692,2022-11-21,2022-12-28,39,month,Yes
164087136,2022-11-22,,39,month,Yes
155414052,2022-11-22,2022-11-23,39,month,No
152253972,2022-11-22,2023-03-29,39,month,Yes
152754329,2022-11-22,2023-01-23,39,month,Yes
159724071,2022-11-23,2023-01-19,39,month,Yes
165164673,2022-11-23,2022-11-26,39,month,Yes
165529460,2022-11-24,2023-04-21,39,month,Yes
163362190,2022-11-25,,39,month,Yes
155810350,2022-11-25,2022-12-22,39,month,Yes
161793136,2022-11-25,2023-06-13,39,month,Yes
159255776,2022-11-25,2023-03-21,39,month,Yes
165807144,2022-11-25,2023-02-01,39,month,Yes
165788743,2022-11-25,2023-02-18,39,month,Yes
162513776,2022-11-25,2023-01-30,39,month,Yes
161841028,2022-11-25,2023-01-25,39,month,Yes
160597612,2022-11-25,2022-12-11,39,month,Yes
165937140,2022-11-26,2022-11-27,39,month,No
165613975,2022-11-26,2023-05-07,39,month,Yes
164662173,2022-11-26,2023-01-26,39,month,Yes
162411394,2022-11-26,2023-01-04,39,month,Yes
121439836,2022-11-27,,39,month,Yes
157353623,2022-11-27,2022-11-27,39,month,No
165953219,2022-11-27,2023-01-03,39,month,Yes
154710805,2022-11-28,,39,month,Yes
164084318,2022-11-28,,39,month,Yes
160043327,2022-11-28,2022-11-29,39,month,No
131166579,2022-11-28,2023-01-04,39,month,Yes
166109726,2022-11-28,2023-01-12,39,month,Yes
155446081,2022-11-28,2023-01-01,39,month,Yes
166342075,2022-11-28,2022-12-28,39,month,Yes
154063985,2022-11-28,2023-08-04,39,month,Yes
164141888,2022-11-29,,39,month,Yes
165244044,2022-11-29,2023-05-15,39,month,Yes
136149379,2022-11-29,2023-04-02,39,month,Yes
158227426,2022-11-29,2023-03-01,39,month,Yes
166366125,2022-11-29,2023-03-09,39,month,Yes
166753946,2022-11-29,2023-02-05,39,month,Yes
157883110,2022-11-29,2023-01-23,39,month,Yes
138475621,2022-11-29,2022-12-15,39,month,Yes
166529240,2022-11-30,,39,month,Yes
125828506,2022-11-30,2023-02-14,39,month,Yes
148869381,2022-11-30,2023-01-31,39,month,Yes
134825962,2022-11-30,2023-01-01,39,month,Yes
151163143,2022-11-30,2023-01-06,39,month,Yes
156111982,2022-11-30,2022-12-23,39,month,Yes
166546201,2022-11-30,2022-12-11,39,month,Yes
162126074,2022-12-01,,39,month,Yes
162640429,2022-12-01,,39,month,Yes
164413682,2022-12-01,,39,month,Yes
162850052,2022-12-01,,39,month,Yes
162177746,2022-12-01,2022-12-29,39,month,Yes
135587508,2022-12-01,2023-02-09,39,month,Yes
161428649,2022-12-01,2023-04-08,39,month,Yes
166977144,2022-12-01,2023-04-08,39,month,Yes
161640666,2022-12-01,2023-03-01,39,month,Yes
165932696,2022-12-01,2023-03-01,39,month,Yes
165204032,2022-12-01,2023-02-14,39,month,Yes
162469903,2022-12-01,2023-02-08,39,month,Yes
166515564,2022-12-01,2023-01-19,39,month,Yes
139323228,2022-12-01,2023-01-24,39,month,Yes
162569750,2022-12-01,2022-12-04,39,month,Yes
165959602,2022-12-01,2022-12-23,39,month,Yes
160968524,2022-12-01,2023-07-20,39,month,Yes
163258260,2022-12-02,,39,month,Yes
167051046,2022-12-02,,39,month,Yes
161182367,2022-12-02,2022-12-03,39,month,Yes
167292985,2022-12-02,2022-12-03,39,month,No
166183014,2022-12-02,2022-12-03,39,month,No
165143920,2022-12-02,2023-06-02,39,month,Yes
165958089,2022-12-02,2023-02-09,39,month,Yes
165431576,2022-12-02,2023-02-01,39,month,Yes
163708513,2022-12-02,2022-12-30,39,month,Yes
164521419,2022-12-02,2022-12-29,39,month,Yes
166257164,2022-12-02,2022-12-21,39,month,Yes
121348156,2022-12-02,2022-12-06,39,month,Yes
167280894,2022-12-02,2023-07-06,39,month,Yes
160980795,2022-12-03,,39,month,Yes
167544686,2022-12-03,,39,month,Yes
161968719,2022-12-03,,39,month,Yes
159070152,2022-12-03,,39,month,Yes
167445788,2022-12-03,2022-12-04,39,month,No
167441263,2022-12-03,2023-06-10,39,month,Yes
167586100,2022-12-03,2023-03-02,39,month,Yes
139789436,2022-12-03,2023-01-29,39,month,Yes
116319450,2022-12-04,2023-04-19,39,month,Yes
162939264,2022-12-04,2023-05-04,39,month,Yes
167711417,2022-12-04,2023-03-25,39,month,Yes
157381517,2022-12-05,,39,month,Yes
162912102,2022-12-05,2022-12-06,39,month,Yes
167833210,2022-12-05,2023-07-03,39,month,Yes
165676999,2022-12-05,2023-02-05,39,month,Yes
167253106,2022-12-05,2023-02-06,39,month,Yes
168022972,2022-12-05,2023-01-13,39,month,Yes
167315920,2022-12-05,2023-01-05,39,month,Yes
167928962,2022-12-05,2022-12-29,39,month,Yes
166211741,2022-12-06,2023-04-11,39,month,Yes
161450418,2022-12-06,2023-05-04,39,month,Yes
144961802,2022-12-06,2023-03-02,39,month,Yes
168137404,2022-12-06,2023-02-01,39,month,Yes
153441732,2022-12-06,2023-02-13,39,month,Yes
167649041,2022-12-06,2023-01-31,39,month,Yes
168089746,2022-12-06,2023-01-13,39,month,Yes
158177274,2022-12-06,2023-01-26,39,month,Yes
168061628,2022-12-06,2023-01-13,39,month,Yes
168436401,2022-12-07,,39,month,Yes
126770376,2022-12-07,2023-01-02,39,month,Yes
153468957,2022-12-07,2023-02-14,39,month,Yes
168336474,2022-12-07,2023-02-27,39,month,Yes
166929423,2022-12-07,2022-12-28,39,month,Yes
163990458,2022-12-07,2022-12-22,39,month,Yes
166411463,2022-12-08,,39,month,Yes
168433088,2022-12-08,,39,month,Yes
155426075,2022-12-08,,39,month,Yes
168555694,2022-12-08,2022-12-09,39,month,No
162912102,2022-12-08,2023-05-15,39,month,Yes
168471192,2022-12-08,2023-02-03,39,month,Yes
168825734,2022-12-08,2023-01-15,39,month,Yes
163852568,2022-12-08,2022-12-12,39,month,Yes
168460834,2022-12-08,2022-12-27,39,month,Yes
169085351,2022-12-09,2023-07-05,39,month,Yes
168456070,2022-12-09,2023-04-22,39,month,Yes
168900021,2022-12-09,2023-02-06,39,month,Yes
169113748,2022-12-09,2023-01-13,39,month,Yes
162193491,2022-12-09,2023-01-20,39,month,Yes
167761722,2022-12-09,2023-07-16,39,month,Yes
169244937,2022-12-10,2023-03-04,39,month,Yes
167923504,2022-12-10,2023-02-08,39,month,Yes
167459469,2022-12-10,2023-01-14,39,month,Yes
123169152,2022-12-10,2023-01-03,39,month,Yes
153157541,2022-12-11,,39,month,Yes
169133180,2022-12-11,,39,month,Yes
129447970,2022-12-11,2022-12-12,39,month,Yes
169388365,2022-12-11,2023-06-18,39,month,Yes
130872019,2022-12-11,2023-04-11,39,month,Yes
167674086,2022-12-11,2023-05-01,39,month,Yes
169590994,2022-12-11,2023-02-26,39,month,Yes
166199181,2022-12-11,2023-01-18,39,month,Yes
169895510,2022-12-12,,39,month,Yes
169837410,2022-12-12,,39,month,Yes
169854397,2022-12-12,,39,month,No
145987169,2022-12-12,2023-01-27,39,month,Yes
169915574,2022-12-12,2023-03-13,39,month,Yes
164632485,2022-12-12,2023-03-07,39,month,Yes
169830063,2022-12-12,2023-01-30,39,month,Yes
162624984,2022-12-12,2023-01-23,39,month,Yes
169020452,2022-12-12,2023-08-09,39,month,Yes
170037760,2022-12-13,,39,month,Yes
116060198,2022-12-13,2023-03-20,39,month,Yes
129798657,2022-12-13,2023-03-13,39,month,Yes
170426615,2022-12-13,2023-02-13,39,month,Yes
161574018,2022-12-13,2023-02-21,39,month,Yes
160272364,2022-12-14,,39,month,Yes
144938943,2022-12-14,,39,month,No
170004555,2022-12-14,2023-02-11,39,month,Yes
167673987,2022-12-14,2023-02-21,39,month,Yes
154448870,2022-12-14,2023-01-02,39,month,Yes
153508650,2022-12-14,2023-01-31,39,month,Yes
156521981,2022-12-14,2023-01-14,39,month,Yes
170897520,2022-12-14,2023-07-04,39,month,Yes
167076396,2022-12-14,2023-08-04,39,month,Yes
170968987,2022-12-15,,39,month,Yes
170154956,2022-12-15,2023-04-18,39,month,Yes
170976924,2022-12-15,2023-05-30,39,month,Yes
171090027,2022-12-15,2023-03-14,39,month,Yes
167135160,2022-12-15,2023-01-18,39,month,Yes
171339244,2022-12-15,2022-12-15,39,month,Yes
169285280,2022-12-16,2022-12-17,39,month,No
137315832,2022-12-16,2023-03-23,39,month,Yes
171286538,2022-12-16,2023-04-13,39,month,Yes
154531106,2022-12-16,2023-04-14,39,month,Yes
169998988,2022-12-16,2023-05-17,39,month,Yes
171860036,2022-12-16,2023-03-18,39,month,Yes
169906376,2022-12-16,2023-02-13,39,month,Yes
171681744,2022-12-16,2023-02-22,39,month,Yes
171375108,2022-12-16,2023-01-16,39,month,Yes
166358674,2022-12-16,2023-01-23,39,month,Yes
168696864,2022-12-17,2022-12-18,39,month,Yes
149303812,2022-12-17,2023-02-20,39,month,Yes
145969392,2022-12-17,2023-02-01,39,month,Yes
169399624,2022-12-17,2023-02-10,39,month,Yes
162423643,2022-12-17,2022-12-17,39,month,Yes
171131528,2022-12-18,,39,month,Yes
172370430,2022-12-18,2022-12-19,39,month,No
122646091,2022-12-18,2023-03-21,39,month,Yes
171688728,2022-12-18,2023-01-13,39,month,Yes
173037778,2022-12-18,2023-01-27,39,month,Yes
139247241,2022-12-18,2023-01-07,39,month,Yes
138235674,2022-12-19,,39,month,Yes
173832314,2022-12-19,2023-02-26,39,month,Yes
170752898,2022-12-19,2023-02-23,39,month,Yes
172517999,2022-12-19,2023-01-26,39,month,Yes
150779000,2022-12-19,2023-01-02,39,month,Yes
171304646,2022-12-19,2023-08-26,39,month,Yes
168696864,2022-12-20,,39,month,Yes
174268714,2022-12-20,,39,month,Yes
147022677,2022-12-20,,39,month,Yes
156864062,2022-12-20,2022-12-21,39,month,No
123065349,2022-12-20,2023-03-27,39,month,Yes
174258180,2022-12-20,2023-04-29,39,month,Yes
174269667,2022-12-20,2023-03-03,39,month,Yes
171889946,2022-12-20,2023-02-10,39,month,Yes
171613468,2022-12-20,2023-02-22,39,month,Yes
122922737,2022-12-21,,39,month,Yes
174646924,2022-12-21,2023-03-28,39,month,Yes
174264280,2022-12-21,2023-03-28,39,month,Yes
174609120,2022-12-21,2023-03-18,39,month,Yes
174158995,2022-12-21,2023-02-25,39,month,Yes
174484311,2022-12-21,2023-02-25,39,month,Yes
169556175,2022-12-21,2023-01-22,39,month,Yes
153122282,2022-12-21,2022-12-21,39,month,Yes
174576654,2022-12-21,2023-07-07,39,month,Yes
154711077,2022-12-22,,39,month,Yes
163619032,2022-12-22,,39,month,Yes
171001864,2022-12-22,,39,month,Yes
151890014,2022-12-22,,39,month,Yes
158575772,2022-12-22,2022-12-23,39,month,Yes
164462665,2022-12-22,2022-12-23,39,month,No
121830768,2022-12-22,2023-01-24,39,month,Yes
174605216,2022-12-22,2023-05-12,39,month,Yes
174655316,2022-12-22,2023-03-15,39,month,Yes
174622570,2022-12-22,2023-01-01,39,month,Yes
174720005,2022-12-22,2022-12-23,39,month,Yes
174696512,2022-12-23,,39,month,Yes
175314293,2022-12-23,,39,month,Yes
175451863,2022-12-23,2023-03-20,39,month,Yes
174752844,2022-12-23,2023-01-30,39,month,Yes
175431141,2022-12-24,,39,month,Yes
132228678,2022-12-24,2022-12-24,39,month,Yes
161151062,2022-12-24,2023-04-19,39,month,Yes
167653319,2022-12-24,2023-03-13,39,month,Yes
171659515,2022-12-24,2023-01-23,39,month,Yes
175720159,2022-12-24,2023-01-09,39,month,Yes
170593141,2022-12-24,2023-01-08,39,month,Yes
173981170,2022-12-24,2022-12-25,39,month,Yes
175166391,2022-12-25,,39,month,Yes
161175048,2022-12-25,2023-02-22,39,month,Yes
164254865,2022-12-25,2023-01-24,39,month,Yes
143248615,2022-12-26,,39,month,Yes
176032070,2022-12-26,2023-01-14,39,month,Yes
174132333,2022-12-27,,39,month,Yes
177051147,2022-12-27,2022-12-28,39,month,Yes
176571319,2022-12-27,2023-04-01,39,month,Yes
166932902,2022-12-27,2023-03-06,39,month,Yes
175851244,2022-12-27,2023-02-03,39,month,Yes
155613371,2022-12-27,2023-02-03,39,month,Yes
167678290,2022-12-27,2023-01-27,39,month,Yes
176995917,2022-12-27,2023-06-29,39,month,Yes
161187523,2022-12-27,2023-07-19,39,month,Yes
175884318,2022-12-28,2023-01-14,39,month,Yes
173911972,2022-12-28,2023-04-24,39,month,Yes
177696301,2022-12-28,2023-05-27,39,month,Yes
165744582,2022-12-28,2023-02-12,39,month,Yes
177323966,2022-12-28,2022-12-28,39,month,Yes
178355844,2022-12-29,,39,month,Yes
176989743,2022-12-29,,39,month,Yes
177971827,2022-12-29,,39,month,Yes
131147038,2022-12-29,2023-02-13,39,month,Yes
152142457,2022-12-29,2023-02-12,39,month,Yes
174293226,2022-12-29,2023-06-06,39,month,Yes
177051147,2022-12-29,2023-03-27,39,month,Yes
177963240,2022-12-29,2023-01-27,39,month,Yes
176639972,2022-12-29,2023-01-28,39,month,Yes
175818000,2022-12-30,2023-06-09,39,month,Yes
117856836,2022-12-30,2023-02-02,39,month,Yes
177266058,2022-12-30,2023-04-06,39,month,Yes
174203866,2022-12-30,2023-02-28,39,month,Yes
174991614,2022-12-30,2023-01-30,39,month,Yes
175354348,2022-12-30,2023-01-21,39,month,Yes
176573512,2022-12-30,2023-07-03,39,month,Yes
178379352,2022-12-31,2023-01-02,39,month,Yes
152980676,2022-12-31,2023-01-21,39,month,Yes
179551652,2022-12-31,2023-05-07,39,month,Yes
175899028,2022-12-31,2023-03-24,39,month,Yes
148427368,2022-12-31,2023-02-07,39,month,Yes
149335749,2022-12-31,2023-01-30,39,month,Yes
179395204,2022-12-31,2023-01-16,39,month,Yes
150870576,2023-01-01,2023-06-15,39,month,Yes
176200716,2023-01-01,2023-04-24,39,month,Yes
178097351,2023-01-01,2023-02-08,39,month,Yes
177238262,2023-01-02,,39,month,Yes
173131478,2023-01-02,,39,month,Yes
180123121,2023-01-02,2023-01-02,39,month,No
139136640,2023-01-02,2023-03-09,39,month,Yes
172951272,2023-01-02,2023-05-06,39,month,Yes
175473611,2023-01-02,2023-04-23,39,month,Yes
170776130,2023-01-02,2023-04-18,39,month,Yes
180558466,2023-01-02,2023-03-24,39,month,Yes
171398636,2023-01-02,2023-03-10,39,month,Yes
180424776,2023-01-02,2023-03-19,39,month,Yes
180198528,2023-01-02,2023-02-09,39,month,Yes
124634385,2023-01-03,,39,month,Yes
180740092,2023-01-03,,39,month,Yes
144385898,2023-01-03,2023-07-03,39,month,Yes
175138132,2023-01-03,2023-04-23,39,month,Yes
180968287,2023-01-03,2023-03-27,39,month,Yes
180959934,2023-01-03,2023-03-08,39,month,Yes
176445635,2023-01-03,2023-02-18,39,month,Yes
180798046,2023-01-03,2023-01-31,39,month,Yes
180718702,2023-01-03,2023-01-25,39,month,Yes
181052392,2023-01-03,2023-08-23,39,month,Yes
181717508,2023-01-04,,39,month,Yes
163103592,2023-01-04,2023-01-05,39,month,No
146860806,2023-01-04,2023-03-04,39,month,Yes
160532210,2023-01-04,2023-02-12,39,month,Yes
181003342,2023-01-04,2023-02-28,39,month,Yes
178661698,2023-01-04,2023-07-11,39,month,Yes
178928897,2023-01-05,,39,month,Yes
181840814,2023-01-05,,39,month,Yes
166930287,2023-01-05,2023-01-06,39,month,No
155956314,2023-01-05,2023-01-05,39,month,No
182408564,2023-01-05,2023-05-04,39,month,Yes
182295766,2023-01-05,2023-03-12,39,month,Yes
155881023,2023-01-05,2023-03-02,39,month,Yes
152750569,2023-01-05,2023-02-12,39,month,Yes
178345451,2023-01-05,2023-02-12,39,month,Yes
179758181,2023-01-06,,39,month,Yes
167266048,2023-01-06,,39,month,Yes
182719870,2023-01-06,2023-05-04,39,month,Yes
182408430,2023-01-06,2023-05-10,39,month,Yes
181072524,2023-01-06,2023-06-30,39,month,Yes
182747824,2023-01-06,2023-04-13,39,month,Yes
182700534,2023-01-06,2023-03-26,39,month,Yes
182727349,2023-01-06,2023-02-06,39,month,Yes
182636324,2023-01-06,2023-02-03,39,month,Yes
170485769,2023-01-06,2023-01-06,39,month,Yes
182627508,2023-01-06,2023-01-06,39,month,Yes
182834016,2023-01-07,2023-06-14,39,month,Yes
163535855,2023-01-07,2023-06-21,39,month,Yes
183002853,2023-01-07,2023-04-08,39,month,Yes
148338824,2023-01-07,2023-02-07,39,month,Yes
181712692,2023-01-07,2023-01-07,39,month,Yes
181770777,2023-01-08,,39,month,Yes
161269602,2023-01-08,2023-01-08,39,month,Yes
145799416,2023-01-08,2023-02-10,39,month,Yes
182753953,2023-01-08,2023-04-03,39,month,Yes
162944728,2023-01-08,2023-03-01,39,month,Yes
161249852,2023-01-08,2023-01-15,39,month,Yes
183916833,2023-01-09,,39,month,Yes
169141612,2023-01-09,2023-01-10,39,month,No
128768010,2023-01-09,2023-01-12,39,month,Yes
138520918,2023-01-09,2023-01-09,39,month,Yes
162946328,2023-01-09,2023-05-08,39,month,Yes
182929556,2023-01-09,2023-04-10,39,month,Yes
153704184,2023-01-09,2023-04-08,39,month,Yes
136326172,2023-01-09,2023-03-08,39,month,Yes
182505210,2023-01-09,2023-02-08,39,month,Yes
184370857,2023-01-10,,39,month,Yes
184310344,2023-01-10,2023-04-11,39,month,Yes
183346055,2023-01-10,2023-03-17,39,month,Yes
178952278,2023-01-10,2023-03-11,39,month,Yes
184345202,2023-01-10,2023-02-23,39,month,Yes
182837162,2023-01-10,2023-02-05,39,month,Yes
182927038,2023-01-10,2023-02-18,39,month,Yes
181739784,2023-01-10,2023-02-08,39,month,Yes
178605410,2023-01-10,2023-02-17,39,month,Yes
184334484,2023-01-11,,39,month,Yes
181576265,2023-01-11,,39,month,Yes
183645116,2023-01-11,,39,month,Yes
184812094,2023-01-11,2023-04-07,39,month,Yes
152089648,2023-01-11,2023-03-18,39,month,Yes
148710968,2023-01-11,2023-02-07,39,month,Yes
183197132,2023-01-12,,39,month,Yes
156239744,2023-01-12,,39,month,Yes
184481262,2023-01-12,,39,month,Yes
153186137,2023-01-12,2023-01-13,39,month,Yes
185374268,2023-01-12,2023-01-13,39,month,No
185367349,2023-01-12,2023-01-13,39,month,No
150793080,2023-01-12,2023-03-01,39,month,Yes
183406772,2023-01-12,2023-03-05,39,month,Yes
175760281,2023-01-12,2023-02-12,39,month,Yes
162095012,2023-01-12,2023-01-25,39,month,Yes
179356036,2023-01-12,2023-01-12,39,month,Yes
184567432,2023-01-12,2023-01-23,39,month,Yes
185503171,2023-01-12,2023-07-05,39,month,Yes
171922477,2023-01-12,2023-06-28,39,month,Yes
144830936,2023-01-12,2023-07-27,39,month,Yes
157474087,2023-01-13,,39,month,Yes
182350116,2023-01-13,,39,month,Yes
132867770,2023-01-13,2023-01-14,39,month,Yes
185561880,2023-01-13,2023-01-14,39,month,No
168884196,2023-01-13,2023-04-06,39,month,Yes
161269602,2023-01-13,2023-02-20,39,month,Yes
185729058,2023-01-14,2023-05-06,39,month,Yes
182527446,2023-01-14,2023-05-04,39,month,Yes
151217806,2023-01-14,2023-03-05,39,month,Yes
181789030,2023-01-14,2023-02-05,39,month,Yes
167939138,2023-01-14,2023-07-11,39,month,Yes
168531226,2023-01-14,2023-08-13,39,month,Yes
183965840,2023-01-15,,39,month,Yes
185522938,2023-01-15,2023-05-03,39,month,Yes
186413122,2023-01-15,2023-05-02,39,month,Yes
186481916,2023-01-15,2023-04-16,39,month,Yes
186177212,2023-01-15,2023-03-07,39,month,Yes
184809175,2023-01-15,2023-03-07,39,month,Yes
186690790,2023-01-15,2023-03-12,39,month,Yes
185711685,2023-01-15,2023-02-06,39,month,Yes
179509273,2023-01-15,2023-06-30,39,month,Yes
186770408,2023-01-16,,39,month,Yes
181025165,2023-01-16,,39,month,Yes
157919304,2023-01-16,2023-05-16,39,month,Yes
187051266,2023-01-16,2023-05-31,39,month,Yes
179713052,2023-01-16,2023-04-15,39,month,Yes
185431487,2023-01-16,2023-04-26,39,month,Yes
157929345,2023-01-16,2023-04-07,39,month,Yes
154087095,2023-01-16,2023-03-13,39,month,Yes
186674235,2023-01-16,2023-03-14,39,month,Yes
182656156,2023-01-16,2023-02-15,39,month,Yes
170319875,2023-01-16,2023-01-16,39,month,Yes
188226033,2023-01-17,,39,month,No
188137320,2023-01-17,,39,month,No
163220556,2023-01-17,2023-01-18,39,month,Yes
182960960,2023-01-17,2023-03-24,39,month,Yes
188175982,2023-01-17,2023-02-17,39,month,Yes
169729060,2023-01-17,2023-02-19,39,month,Yes
186841270,2023-01-17,2023-02-24,39,month,Yes
154563993,2023-01-17,2023-02-25,39,month,Yes
159767828,2023-01-17,2023-02-24,39,month,Yes
183186612,2023-01-17,2023-07-28,39,month,Yes
128603349,2023-01-18,,39,month,Yes
183736457,2023-01-18,2023-01-19,39,month,No
188115641,2023-01-18,2023-01-18,39,month,No
188460699,2023-01-18,2023-01-18,39,month,No
138228332,2023-01-18,2023-02-25,39,month,Yes
184143564,2023-01-18,2023-05-22,39,month,Yes
179508142,2023-01-18,2023-06-13,39,month,Yes
188269607,2023-01-18,2023-04-16,39,month,Yes
181890100,2023-01-18,2023-03-26,39,month,Yes
185642830,2023-01-18,2023-03-14,39,month,Yes
152223051,2023-01-18,2023-02-25,39,month,Yes
156067850,2023-01-18,2023-02-18,39,month,Yes
188701816,2023-01-18,2023-02-17,39,month,Yes
188133192,2023-01-18,2023-02-19,39,month,Yes
183936068,2023-01-18,2023-07-03,39,month,Yes
188119778,2023-01-18,2023-06-18,39,month,Yes
189410056,2023-01-19,,39,month,Yes
184970659,2023-01-19,,39,month,Yes
148476648,2023-01-19,2023-05-12,39,month,Yes
189289885,2023-01-19,2023-04-20,39,month,Yes
150442182,2023-01-19,2023-03-19,39,month,Yes
184826230,2023-01-19,2023-02-15,39,month,Yes
184786342,2023-01-19,2023-01-19,39,month,Yes
181565760,2023-01-19,2023-01-26,39,month,Yes
189278478,2023-01-20,,39,month,Yes
184066428,2023-01-20,,39,month,Yes
135771077,2023-01-20,,39,month,Yes
184831280,2023-01-20,2023-05-09,39,month,Yes
188828652,2023-01-20,2023-05-01,39,month,Yes
188666673,2023-01-20,2023-03-08,39,month,Yes
189880452,2023-01-20,2023-02-19,39,month,Yes
160986271,2023-01-20,2023-02-27,39,month,Yes
187895888,2023-01-20,2023-02-13,39,month,Yes
190871376,2023-01-21,,39,month,Yes
166750222,2023-01-21,2023-05-02,39,month,Yes
189360536,2023-01-21,2023-04-25,39,month,Yes
188197564,2023-01-21,2023-04-20,39,month,Yes
191034251,2023-01-21,2023-02-15,39,month,Yes
182972593,2023-01-21,2023-02-03,39,month,Yes
182958960,2023-01-22,2023-01-23,39,month,Yes
163220556,2023-01-22,2023-03-09,39,month,Yes
191730833,2023-01-22,2023-03-21,39,month,Yes
189680563,2023-01-22,2023-03-21,39,month,Yes
190666110,2023-01-23,,39,month,Yes
180622613,2023-01-23,,39,month,Yes
188827172,2023-01-23,,39,month,Yes
188068965,2023-01-23,2023-05-30,39,month,Yes
182958960,2023-01-23,2023-03-02,39,month,Yes
191999674,2023-01-23,2023-02-13,39,month,Yes
183451114,2023-01-23,2023-08-30,39,month,Yes
191807491,2023-01-24,,39,month,Yes
157833252,2023-01-24,2023-09-07,39,month,Yes
188162430,2023-01-24,2023-06-16,39,month,Yes
190733249,2023-01-24,2023-03-20,39,month,Yes
192539054,2023-01-24,2023-02-28,39,month,Yes
193572822,2023-01-24,2023-02-20,39,month,Yes
141399368,2023-01-25,,39,month,Yes
193285633,2023-01-25,,39,month,Yes
193891378,2023-01-25,,39,month,Yes
153628260,2023-01-25,2023-01-26,39,month,Yes
194719566,2023-01-25,2023-01-25,39,month,No
176559401,2023-01-25,2023-01-25,39,month,No
150178354,2023-01-25,2023-05-25,39,month,Yes
192395073,2023-01-25,2023-04-06,39,month,Yes
152690237,2023-01-25,2023-03-22,39,month,Yes
151572886,2023-01-25,2023-03-12,39,month,Yes
193869975,2023-01-25,2023-03-15,39,month,Yes
175077871,2023-01-25,2023-03-15,39,month,Yes
193229869,2023-01-25,2023-03-01,39,month,Yes
189257579,2023-01-26,,39,month,Yes
184333409,2023-01-26,,39,month,Yes
144719454,2023-01-26,,39,month,Yes
195759475,2023-01-26,,39,month,Yes
167602454,2023-01-26,,39,month,Yes
148838269,2023-01-26,,39,month,Yes
195938394,2023-01-26,2023-06-23,39,month,Yes
194091086,2023-01-26,2023-04-04,39,month,Yes
181456580,2023-01-26,2023-04-23,39,month,Yes
169302100,2023-01-26,2023-03-30,39,month,Yes
180997025,2023-01-26,2023-03-05,39,month,Yes
196091620,2023-01-26,2023-02-02,39,month,Yes
189277140,2023-01-26,2023-02-23,39,month,Yes
195279352,2023-01-26,2023-02-23,39,month,Yes
191113428,2023-01-26,2023-01-26,39,month,Yes
193802414,2023-01-26,2023-06-27,39,month,Yes
115735280,2023-01-27,,39,month,Yes
153026024,2023-01-27,,39,month,Yes
196069557,2023-01-27,,39,month,Yes
193666586,2023-01-27,,39,month,Yes
192550222,2023-01-27,,39,month,Yes
196022560,2023-01-27,2023-09-05,39,month,Yes
196715854,2023-01-27,2023-01-28,39,month,No
196969212,2023-01-27,2023-04-24,39,month,Yes
196308725,2023-01-27,2023-03-31,39,month,Yes
196245690,2023-01-27,2023-03-27,39,month,Yes
195988242,2023-01-27,2023-03-06,39,month,Yes
192068317,2023-01-27,2023-03-28,39,month,Yes
195039185,2023-01-27,2023-02-23,39,month,Yes
188563149,2023-01-27,2023-08-16,39,month,Yes
188748439,2023-01-27,2023-08-19,39,month,Yes
160873880,2023-01-28,,39,month,Yes
160379194,2023-01-28,2023-01-28,39,month,Yes
194169961,2023-01-28,2023-03-24,39,month,Yes
184209232,2023-01-28,2023-03-07,39,month,Yes
195198228,2023-01-28,2023-02-17,39,month,Yes
153657568,2023-01-29,,39,month,Yes
127697219,2023-01-29,2023-05-25,39,month,Yes
198448283,2023-01-29,2023-07-06,39,month,Yes
159483118,2023-01-29,2023-03-01,39,month,Yes
152433647,2023-01-29,2023-03-13,39,month,Yes
154790198,2023-01-29,2023-02-15,39,month,Yes
191896242,2023-01-30,,39,month,Yes
136407072,2023-01-30,2023-07-31,39,month,Yes
199439964,2023-01-30,2023-06-06,39,month,Yes
199255574,2023-01-30,2023-06-21,39,month,Yes
167938302,2023-01-30,2023-04-06,39,month,Yes
154173057,2023-01-30,2023-02-04,39,month,Yes
153199550,2023-01-30,2023-02-02,39,month,Yes
199302158,2023-01-30,2023-02-02,39,month,Yes
187482966,2023-01-30,2023-08-09,39,month,Yes
168436547,2023-01-30,2023-07-20,39,month,Yes
195007481,2023-01-31,,39,month,Yes
181830574,2023-01-31,,39,month,Yes
198691553,2023-01-31,,39,month,Yes
200001674,2023-01-31,2023-05-28,39,month,Yes
200252155,2023-01-31,2023-06-07,39,month,Yes
188206991,2023-01-31,2023-04-17,39,month,Yes
184330352,2023-01-31,2023-04-30,39,month,Yes
198701510,2023-01-31,2023-04-15,39,month,Yes
164909402,2023-01-31,2023-02-27,39,month,Yes
126737063,2023-01-31,2023-08-18,39,month,Yes
194472898,2023-02-01,,39,month,Yes
200962065,2023-02-01,,39,month,Yes
196821289,2023-02-01,,39,month,Yes
200867442,2023-02-01,,39,month,Yes
187855576,2023-02-01,,39,month,Yes
198475060,2023-02-01,2023-02-02,39,month,No
137201021,2023-02-01,2023-06-29,39,month,Yes
192942271,2023-02-01,2023-06-27,39,month,Yes
155088727,2023-02-01,2023-05-25,39,month,Yes
145416349,2023-02-01,2023-05-01,39,month,Yes
154064672,2023-02-01,2023-04-25,39,month,Yes
